date,year,month_name,day,MW,T_mean,T_max,T_min,V_mean_wind,hPa_mean
2017-01-01,2017,ENERO,1,1472,30,35,28,9.5,1006.9
2017-01-02,2017,ENERO,2,1779,26,31,21,21.9,1012
2017-01-03,2017,ENERO,3,1889,26,28,22,16.9,1004
2017-01-04,2017,ENERO,4,1841,26,31,23,7.4,1003.9
2017-01-05,2017,ENERO,5,1771,25,28,20,8,1010
2017-01-06,2017,ENERO,6,1801,23,29,19,20.3,1015.6
2017-01-07,2017,ENERO,7,1863,28,32,24,17.9,1010
2017-01-08,2017,ENERO,8,1541,25,30,22,18.3,1008.1
2017-01-09,2017,ENERO,9,1754,25,29,20,12.4,1003.5
2017-01-10,2017,ENERO,10,1709,22,26,18,9.7,1010.1
2017-01-11,2017,ENERO,11,1788,25,29,21,14.1,1013.6
2017-01-12,2017,ENERO,12,1932,27,31,22,11.7,1011.7
2017-01-13,2017,ENERO,13,1936,27,30,24,19.4,1007
2017-01-14,2017,ENERO,14,1744,23,27,20,21.9,1010.8
2017-01-15,2017,ENERO,15,1522,24,25,21,20.3,1008
2017-01-16,2017,ENERO,16,1801,24,27,21,28.1,1006.2
2017-01-17,2017,ENERO,17,1953,26,33,23,10.6,1004.7
2017-01-18,2017,ENERO,18,1920,26,31,22,17.3,1009.2
2017-01-19,2017,ENERO,19,2008,27,31,24,16.7,1014
2017-01-20,2017,ENERO,20,2084,28,30,25,16.2,1016.4
2017-01-21,2017,ENERO,21,2018,28,31,25,15.5,1015.9
2017-01-22,2017,ENERO,22,1752,27,29,25,15.9,1013.9
2017-01-23,2017,ENERO,23,1934,27,29,25,19.6,1013.8
2017-01-24,2017,ENERO,24,1897,27,32,20,15.9,1007.8
2017-01-25,2017,ENERO,25,1708,22,25,18,16.2,1013
2017-01-26,2017,ENERO,26,1682,19,24,14,14.3,1019.9
2017-01-27,2017,ENERO,27,1727,21,24,17,9.6,1020.3
2017-01-28,2017,ENERO,28,1728,25,29,22,14.4,1017.4
2017-01-29,2017,ENERO,29,1697,27,30,24,17.4,1015.4
2017-01-30,2017,ENERO,30,2014,28,33,25,16.6,1012.6
2017-01-31,2017,ENERO,31,2018,27,30,24,14.1,1010.8
2017-02-01,2017,FEBRERO,1,1766,25,30,20,13.9,1007.5
2017-02-02,2017,FEBRERO,2,1782,24,27,21,13.9,1007.8
2017-02-03,2017,FEBRERO,3,1822,25,27,22,12.6,1008.6
2017-02-04,2017,FEBRERO,4,1684,25,27,22,19.1,1006.2
2017-02-05,2017,FEBRERO,5,1353,20,23,18,22.2,1001.8
2017-02-06,2017,FEBRERO,6,1551,19,24,15,13.8,1013.3
2017-02-07,2017,FEBRERO,7,1629,22,25,16,8.5,1014.4
2017-02-08,2017,FEBRERO,8,1689,22,25,20,17.6,1013.9
2017-02-09,2017,FEBRERO,9,1716,24,27,22,15.6,1012.8
2017-02-10,2017,FEBRERO,10,1801,24,28,23,16.9,1012.2
2017-02-11,2017,FEBRERO,11,1667,23,25,21,21.8,1012.5
2017-02-12,2017,FEBRERO,12,1498,22,23,21,13.9,1010.7
2017-02-13,2017,FEBRERO,13,1699,21,25,19,21.1,1009.5
2017-02-14,2017,FEBRERO,14,1773,23,26,21,9.3,1008.5
2017-02-15,2017,FEBRERO,15,1853,26,32,22,6.9,1011.7
2017-02-16,2017,FEBRERO,16,1920,26,30,24,9.8,1011.1
2017-02-17,2017,FEBRERO,17,1875,25,30,22,13.1,1007.1
2017-02-18,2017,FEBRERO,18,1654,26,29,21,15,1008
2017-02-19,2017,FEBRERO,19,1589,26,29,22,8.6,1013.5
2017-02-20,2017,FEBRERO,20,1985,27,30,24,11.9,1014.7
2017-02-21,2017,FEBRERO,21,2157,29,32,24,11.9,1013
2017-02-22,2017,FEBRERO,22,2089,26,29,23,11.3,1010.7
2017-02-23,2017,FEBRERO,23,2133,29,35,23,6.7,1010
2017-02-24,2017,FEBRERO,24,2131,28,31,26,10.4,1010.6
2017-02-25,2017,FEBRERO,25,2080,28,31,25,11.4,1011.2
2017-02-26,2017,FEBRERO,26,1811,29,31,27,10,1011.2
2017-02-27,2017,FEBRERO,27,1675,29,31,24,12.4,1009.4
2017-02-28,2017,FEBRERO,28,1727,28,31,25,7.4,1005.4
2017-03-01,2017,MARZO,1,1912,29,33,26,10.4,1002.1
2017-03-02,2017,MARZO,2,1920,29,32,26,12.7,1004.3
2017-03-03,2017,MARZO,3,1756,23,31,21,15.2,1010.9
2017-03-04,2017,MARZO,4,1654,23,25,21,17.6,1012.6
2017-03-05,2017,MARZO,5,1438,23,25,20,14,1013.5
2017-03-06,2017,MARZO,6,1721,24,27,21,18.4,1013.7
2017-03-07,2017,MARZO,7,1759,22,26,18,18.8,1016.9
2017-03-08,2017,MARZO,8,1769,24,27,22,19.5,1011
2017-03-09,2017,MARZO,9,1703,24,29,20,13.7,1000.5
2017-03-10,2017,MARZO,10,1702,22,25,17,12.8,1012.1
2017-03-11,2017,MARZO,11,1594,21,23,17,9.2,1013.5
2017-03-12,2017,MARZO,12,1385,20,23,17,14.2,1014.1
2017-03-13,2017,MARZO,13,1622,20,27,14,11.4,1014.7
2017-03-14,2017,MARZO,14,1754,22,26,18,9.5,1013.5
2017-03-15,2017,MARZO,15,1758,20,24,16,10.7,1011.2
2017-03-16,2017,MARZO,16,1680,17,19,15,13.2,1016.3
2017-03-17,2017,MARZO,17,1703,17,21,14,7.6,1022.5
2017-03-18,2017,MARZO,18,1613,19,21,16,11,1023
2017-03-19,2017,MARZO,19,1396,21,23,19,16.2,1022
2017-03-20,2017,MARZO,20,1676,21,22,19,18.9,1023.1
2017-03-21,2017,MARZO,21,1795,21,24,20,21.5,1022.4
2017-03-22,2017,MARZO,22,1791,22,23,21,17.3,1020.1
2017-03-23,2017,MARZO,23,1773,22,25,20,10,1016.3
2017-03-24,2017,MARZO,24,1585,24,26,21,7.7,1014
2017-03-25,2017,MARZO,25,1633,24,25,22,14.6,1014.7
2017-03-26,2017,MARZO,26,1515,24,26,21,17.9,1014.3
2017-03-27,2017,MARZO,27,1792,23,25,22,16.9,1016.9
2017-03-28,2017,MARZO,28,1861,24,26,22,23.1,1020.6
2017-03-29,2017,MARZO,29,1844,23,26,20,27.1,1019.1
2017-03-30,2017,MARZO,30,1781,23,25,21,19.7,1015.1
2017-03-31,2017,MARZO,31,1798,23,25,21,15.1,1018.6
2017-04-01,2017,ABRIL,1,1717,23,26,21,19.9,1021.2
2017-04-02,2017,ABRIL,2,1434,21,25,19,17.8,1016.2
2017-04-03,2017,ABRIL,3,1681,20,24,17,6.2,1013.9
2017-04-04,2017,ABRIL,4,1773,22,26,19,7.9,1010.7
2017-04-05,2017,ABRIL,5,1763,23,28,20,6.5,1010.3
2017-04-06,2017,ABRIL,6,1463,20,23,16,8.5,1015.2
2017-04-07,2017,ABRIL,7,1685,22,25,19,20.8,1012.6
2017-04-08,2017,ABRIL,8,1662,22,25,20,16,1011
2017-04-09,2017,ABRIL,9,1460,23,24,22,14.4,1009.9
2017-04-10,2017,ABRIL,10,1657,19,23,14,16.7,1003
2017-04-11,2017,ABRIL,11,1713,18,22,14,12.6,1013.3
2017-04-12,2017,ABRIL,12,1758,16,18,12,9,1024.8
2017-04-13,2017,ABRIL,13,1757,17,19,13,8.8,1021.6
2017-04-14,2017,ABRIL,14,1515,18,20,16,13.7,1019.8
2017-04-15,2017,ABRIL,15,1571,19,22,17,17,1019.8
2017-04-16,2017,ABRIL,16,1427,18,20,15,15.4,1023.8
2017-04-17,2017,ABRIL,17,1694,17,19,15,12.7,1024.1
2017-04-18,2017,ABRIL,18,1753,18,20,17,17.3,1022.1
2017-04-19,2017,ABRIL,19,1762,18,19,18,15.1,1014.4
2017-04-20,2017,ABRIL,20,1790,20,25,18,6,1008.7
2017-04-21,2017,ABRIL,21,1785,21,24,17,10.8,1010.4
2017-04-22,2017,ABRIL,22,1708,16,19,13,8.4,1018.5
2017-04-23,2017,ABRIL,23,1492,17,22,13,8.6,1019.1
2017-04-24,2017,ABRIL,24,1721,19,21,18,12.1,1014
2017-04-25,2017,ABRIL,25,1773,17,19,13,8.7,1006.4
2017-04-26,2017,ABRIL,26,1825,14,17,11,18.2,1005.9
2017-04-27,2017,ABRIL,27,1801,15,24,10,15.1,1014
2017-04-28,2017,ABRIL,28,1832,19,26,15,17.8,1016.7
2017-04-29,2017,ABRIL,29,1699,19,22,15,10.1,1020.2
2017-04-30,2017,ABRIL,30,1462,19,25,14,11.5,1020.5
2017-05-01,2017,MAYO,1,1287,18,25,14,7,1019.7
2017-05-02,2017,MAYO,2,1606,19,21,17,11.2,1016.3
2017-05-03,2017,MAYO,3,1744,20,24,17,7.8,1017.9
2017-05-04,2017,MAYO,4,1777,19,24,17,10.8,1016.5
2017-05-05,2017,MAYO,5,1758,20,23,17,56.2,1015.5
2017-05-06,2017,MAYO,6,1665,20,22,17,12.1,1015.7
2017-05-07,2017,MAYO,7,1423,20,21,19,11.4,1011.3
2017-05-08,2017,MAYO,8,1636,20,21,17,8.2,1009.1
2017-05-09,2017,MAYO,9,1764,16,20,13,7.7,1019.5
2017-05-10,2017,MAYO,10,1797,14,16,12,14.4,1024.8
2017-05-11,2017,MAYO,11,1819,14,16,13,23.4,1021.5
2017-05-12,2017,MAYO,12,1854,16,17,15,21.7,1014
2017-05-13,2017,MAYO,13,1702,16,20,13,7.8,1010.8
2017-05-14,2017,MAYO,14,1470,16,17,14,6.5,1013.8
2017-05-15,2017,MAYO,15,1721,17,21,15,7.1,1018.2
2017-05-16,2017,MAYO,16,1805,16,19,12,5.7,1019
2017-05-17,2017,MAYO,17,1822,16,18,15,18.5,1017.5
2017-05-18,2017,MAYO,18,1802,17,18,15,19,1011.7
2017-05-19,2017,MAYO,19,1772,17,18,13,17.3,1004.6
2017-05-20,2017,MAYO,20,1732,11,13,10,20.8,1007.8
2017-05-21,2017,MAYO,21,1487,13,19,10,17.9,1009.6
2017-05-22,2017,MAYO,22,1697,15,20,13,8.7,1016
2017-05-23,2017,MAYO,23,1785,17,20,16,12,1017
2017-05-24,2017,MAYO,24,1780,17,18,16,7.8,1012.5
2017-05-25,2017,MAYO,25,1572,16,17,15,9,1009.7
2017-05-26,2017,MAYO,26,1742,15,17,13,8.2,1018.2
2017-05-27,2017,MAYO,27,1733,12,14,9,14.6,1028.4
2017-05-28,2017,MAYO,28,1504,13,15,11,15.8,1025.2
2017-05-29,2017,MAYO,29,1771,13,16,11,8.1,1023.8
2017-05-30,2017,MAYO,30,1847,13,15,11,8.4,1025.5
2017-05-31,2017,MAYO,31,1882,11,13,10,9.9,1024.3
2017-06-01,2017,JUNIO,1,1798,12,15,10,6.4,1020.4
2017-06-02,2017,JUNIO,2,1844,12,15,10,6.9,1019.4
2017-06-03,2017,JUNIO,3,1789,15,17,13,13.8,1014.4
2017-06-04,2017,JUNIO,4,1556,13,18,12,6.1,1014.9
2017-06-05,2017,JUNIO,5,1865,11,13,8,5.9,1019.6
2017-06-06,2017,JUNIO,6,1926,11,16,8,6.9,1018.5
2017-06-07,2017,JUNIO,7,1902,11,14,8,11.5,1012.9
2017-06-08,2017,JUNIO,8,1949,12,14,11,7.2,1009.3
2017-06-09,2017,JUNIO,9,1919,11,16,7,11.8,1014.3
2017-06-10,2017,JUNIO,10,1810,15,21,11,13.1,1011.2
2017-06-11,2017,JUNIO,11,1596,14,18,10,9.4,1014.3
2017-06-12,2017,JUNIO,12,1853,11,14,7,12.3,1018.9
2017-06-13,2017,JUNIO,13,1833,13,19,10,6,1018
2017-06-14,2017,JUNIO,14,1796,14,16,12,10,1021.3
2017-06-15,2017,JUNIO,15,1815,15,17,14,9.5,1015
2017-06-16,2017,JUNIO,16,1825,18,21,16,8.8,1006
2017-06-17,2017,JUNIO,17,1523,19,23,15,10.2,1002.1
2017-06-18,2017,JUNIO,18,1492,10,14,6,18.4,1014.6
2017-06-19,2017,JUNIO,19,1834,8,12,5,11.4,1025
2017-06-20,2017,JUNIO,20,1700,9,12,5,6.7,1026.3
2017-06-21,2017,JUNIO,21,1916,11,13,9,15.6,1021
2017-06-22,2017,JUNIO,22,1926,15,19,13,12.1,1011.5
2017-06-23,2017,JUNIO,23,1857,18,22,16,8.2,1011.4
2017-06-24,2017,JUNIO,24,1746,18,20,15,11.5,1014.6
2017-06-25,2017,JUNIO,25,1485,19,21,17,5.7,1014.5
2017-06-26,2017,JUNIO,26,1718,19,22,17,6.7,1012.5
2017-06-27,2017,JUNIO,27,1802,17,20,14,11.4,1011.5
2017-06-28,2017,JUNIO,28,1858,13,14,12,7,1020
2017-06-29,2017,JUNIO,29,1915,11,13,9,7.2,1019.9
2017-06-30,2017,JUNIO,30,1922,13,18,10,9.2,1021.3
2017-07-01,2017,JULIO,1,1788,14,16,11,7.3,1026.9
2017-07-02,2017,JULIO,2,1545,15,17,13,14.4,1028.7
2017-07-03,2017,JULIO,3,1770,14,17,12,16.2,1025.5
2017-07-04,2017,JULIO,4,1811,16,18,14,16.4,1021.2
2017-07-05,2017,JULIO,5,1875,15,16,14,18.7,1017.9
2017-07-06,2017,JULIO,6,1938,12,13,9,8.2,1023.3
2017-07-07,2017,JULIO,7,1932,13,15,12,22.9,1023.2
2017-07-08,2017,JULIO,8,1806,14,15,12,14.2,1018.7
2017-07-09,2017,JULIO,9,1549,11,12,10,7.3,1020.4
2017-07-10,2017,JULIO,10,1843,11,12,10,9.8,1022.4
2017-07-11,2017,JULIO,11,1925,10,13,7,15.7,1025.8
2017-07-12,2017,JULIO,12,1933,14,17,12,12.6,1019.5
2017-07-13,2017,JULIO,13,1830,19,24,16,8.8,1011.4
2017-07-14,2017,JULIO,14,1843,15,19,13,23.3,1014.1
2017-07-15,2017,JULIO,15,1773,14,16,11,14.6,1004
2017-07-16,2017,JULIO,16,1605,7,10,6,18.1,1019.3
2017-07-17,2017,JULIO,17,1860,6,10,3,12.1,1028.5
2017-07-18,2017,JULIO,18,1946,9,15,5,14.1,1027.5
2017-07-19,2017,JULIO,19,1953,10,16,6,18.9,1022.3
2017-07-20,2017,JULIO,20,1938,12,19,7,16.6,1016.8
2017-07-21,2017,JULIO,21,1902,12,15,10,8.3,1019.8
2017-07-22,2017,JULIO,22,1775,13,16,11,12.8,1018.5
2017-07-23,2017,JULIO,23,1586,14,17,13,9,1012.3
2017-07-24,2017,JULIO,24,1833,13,15,11,17.1,1016.8
2017-07-25,2017,JULIO,25,1916,13,14,11,22.7,1023.3
2017-07-26,2017,JULIO,26,1922,15,19,13,16.9,1020.2
2017-07-27,2017,JULIO,27,1853,16,20,14,10,1018.9
2017-07-28,2017,JULIO,28,1776,18,21,15,7.5,1014.4
2017-07-29,2017,JULIO,29,1693,18,20,16,7.1,1015.8
2017-07-30,2017,JULIO,30,1560,13,16,10,18,1023.1
2017-07-31,2017,JULIO,31,1850,12,13,10,16.5,1023.3
2017-08-01,2017,AGOSTO,1,1883,13,14,12,15.1,1018.5
2017-08-02,2017,AGOSTO,2,1850,13,15,11,11.4,1021.7
2017-08-03,2017,AGOSTO,3,1859,13,18,9,7.9,1023.2
2017-08-04,2017,AGOSTO,4,1853,13,16,10,7,1024.9
2017-08-05,2017,AGOSTO,5,1725,15,18,13,15.8,1021.2
2017-08-06,2017,AGOSTO,6,1472,16,19,14,12.5,1016.8
2017-08-07,2017,AGOSTO,7,1772,16,18,14,12,1013.6
2017-08-08,2017,AGOSTO,8,1865,15,17,13,15.5,1011.3
2017-08-09,2017,AGOSTO,9,1901,14,16,12,20.1,1019.1
2017-08-10,2017,AGOSTO,10,1874,15,17,13,26.1,1018.1
2017-08-11,2017,AGOSTO,11,1882,16,17,15,24.7,1009.4
2017-08-12,2017,AGOSTO,12,1738,16,17,14,10.7,1008
2017-08-13,2017,AGOSTO,13,1535,13,16,10,7.6,1014.2
2017-08-14,2017,AGOSTO,14,1762,15,19,12,13.1,1013.8
2017-08-15,2017,AGOSTO,15,1819,16,20,12,11.2,1016.7
2017-08-16,2017,AGOSTO,16,1808,14,15,11,7.6,1021.7
2017-08-17,2017,AGOSTO,17,1804,15,22,10,13.7,1016.8
2017-08-18,2017,AGOSTO,18,1788,16,20,13,15,1009.8
2017-08-19,2017,AGOSTO,19,1742,16,19,13,9.1,1009.8
2017-08-20,2017,AGOSTO,20,1601,13,16,9,8.7,1022.5
2017-08-21,2017,AGOSTO,21,1560,12,17,7,11.7,1026.9
2017-08-22,2017,AGOSTO,22,1791,14,17,11,24.9,1017.6
2017-08-23,2017,AGOSTO,23,1818,16,19,14,14,1011.6
2017-08-24,2017,AGOSTO,24,1777,18,21,16,9.7,1008.4
2017-08-25,2017,AGOSTO,25,1773,19,21,16,12.2,1007.9
2017-08-26,2017,AGOSTO,26,1634,15,18,14,9.8,1014.4
2017-08-27,2017,AGOSTO,27,1491,15,17,14,16.9,1016
2017-08-28,2017,AGOSTO,28,1727,17,21,15,16.5,1013.1
2017-08-29,2017,AGOSTO,29,1824,18,22,13,9.7,1008.4
2017-08-30,2017,AGOSTO,30,1834,12,16,9,14.2,1020.8
2017-08-31,2017,AGOSTO,31,1826,13,16,11,12.9,1024.3
2017-09-01,2017,SEPTIEMBRE,1,1773,17,20,14,16.2,1016.2
2017-09-02,2017,SEPTIEMBRE,2,1687,20,23,18,14.4,1012.5
2017-09-03,2017,SEPTIEMBRE,3,1549,17,19,14,14.2,1010
2017-09-04,2017,SEPTIEMBRE,4,1742,13,17,11,16.4,1017
2017-09-05,2017,SEPTIEMBRE,5,1811,13,15,9,13,1025.3
2017-09-06,2017,SEPTIEMBRE,6,1846,14,16,13,21.7,1020.8
2017-09-07,2017,SEPTIEMBRE,7,1657,16,19,14,11.5,1017.3
2017-09-08,2017,SEPTIEMBRE,8,1743,15,16,12,20.3,1014.7
2017-09-09,2017,SEPTIEMBRE,9,1705,17,19,16,18.2,1012.3
2017-09-10,2017,SEPTIEMBRE,10,1539,18,20,17,19.5,985.8
2017-09-11,2017,SEPTIEMBRE,11,1737,13,18,10,24.9,1004.1
2017-09-12,2017,SEPTIEMBRE,12,1822,14,17,11,7.5,1023
2017-09-13,2017,SEPTIEMBRE,13,1797,15,16,14,13.7,1019
2017-09-14,2017,SEPTIEMBRE,14,1783,18,23,14,9.9,1013
2017-09-15,2017,SEPTIEMBRE,15,1800,14,18,12,18.1,1026.9
2017-09-16,2017,SEPTIEMBRE,16,1683,14,16,12,16.5,1030.4
2017-09-17,2017,SEPTIEMBRE,17,1504,15,18,13,12.7,1026.9
2017-09-18,2017,SEPTIEMBRE,18,1707,17,20,15,16.2,1022.4
2017-09-19,2017,SEPTIEMBRE,19,1730,18,20,15,16.9,1017.9
2017-09-20,2017,SEPTIEMBRE,20,1778,21,26,17,13.4,1012.9
2017-09-21,2017,SEPTIEMBRE,21,1783,13,18,10,14.6,1021.4
2017-09-22,2017,SEPTIEMBRE,22,1778,12,16,10,9.9,1020.8
2017-09-23,2017,SEPTIEMBRE,23,1662,15,19,10,7,1022.6
2017-09-24,2017,SEPTIEMBRE,24,1479,18,21,15,18.4,1020.6
2017-09-25,2017,SEPTIEMBRE,25,1676,19,21,17,12,1018.8
2017-09-26,2017,SEPTIEMBRE,26,1813,14,19,11,25.7,1019.1
2017-09-27,2017,SEPTIEMBRE,27,1813,12,16,10,19.4,1020.5
2017-09-28,2017,SEPTIEMBRE,28,1829,14,17,11,20.5,1024.9
2017-09-29,2017,SEPTIEMBRE,29,1809,16,17,14,20,1020.7
2017-09-30,2017,SEPTIEMBRE,30,1676,18,20,16,11.5,1008.1
2017-10-01,2017,OCTUBRE,1,1477,16,19,13,14,1000.1
2017-10-02,2017,OCTUBRE,2,1656,15,20,12,9.7,1003.3
2017-10-03,2017,OCTUBRE,3,1726,18,22,14,14.2,1007.6
2017-10-04,2017,OCTUBRE,4,1723,20,24,15,19.6,1004.2
2017-10-05,2017,OCTUBRE,5,1688,22,25,19,11,1001.1
2017-10-06,2017,OCTUBRE,6,1695,19,24,15,10,1016.1
2017-10-07,2017,OCTUBRE,7,1604,16,18,14,23.8,1023.5
2017-10-08,2017,OCTUBRE,8,1453,17,21,15,19.3,1015
2017-10-09,2017,OCTUBRE,9,1639,19,22,16,9.7,1010.4
2017-10-10,2017,OCTUBRE,10,1701,17,19,15,10.5,1015
2017-10-11,2017,OCTUBRE,11,1705,17,18,15,25.5,1018.2
2017-10-12,2017,OCTUBRE,12,1745,14,16,12,25,1020.8
2017-10-13,2017,OCTUBRE,13,1744,14,18,11,12.6,1021.1
2017-10-14,2017,OCTUBRE,14,1602,17,23,12,10.7,1020.3
2017-10-15,2017,OCTUBRE,15,1416,18,23,14,10.1,1020
2017-10-16,2017,OCTUBRE,16,1400,21,25,18,14.4,1015.4
2017-10-17,2017,OCTUBRE,17,1610,21,24,20,9.4,1011.1
2017-10-18,2017,OCTUBRE,18,1651,19,22,17,10.7,1008.1
2017-10-19,2017,OCTUBRE,19,1611,17,20,13,13.1,1013.6
2017-10-20,2017,OCTUBRE,20,1680,17,22,13,18.1,1013.4
